 id,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Complete english only reviews
379,TRUE,2197,en,FALSE,FALSE,Positive,"Top 10 game remakes of all time, insane game."
380,TRUE,2196,en,FALSE,FALSE,Positive,"this game is very good, i will recomendded this game to my other friends"
381,TRUE,2194,en,FALSE,FALSE,Positive,"The best. I always choose open world games, but this game made me realise there is more fun to be had other than open world"
382,TRUE,2180,en,FALSE,FALSE,Positive,kinda wished it was bingo
383,TRUE,2178,en,FALSE,FALSE,Positive,I already beat this game on PS5 in 2023. Now I bought the Gold edition on Steam after Capcom removed both Denuvo and Engima DRM. The game performs so smooth on Steam Deck now. It might deserve a permanent slot on my Deck from now on.
385,TRUE,2174,en,FALSE,FALSE,Positive,"as a person who has played the original re4, this is just chefs kiss"
386,TRUE,2172,en,FALSE,FALSE,Positive,"It's honestly more than peak. In fact, i have no words to describe how fond i actually am of this, and ""peak' isn't doing it justice in the slightest. So even if i know it's not enough i hope my admiration makes up for it."
387,TRUE,2170,en,FALSE,FALSE,Positive,"One of the best Resident Evil Games we've got so far:Story 10/10Soundtrack 11/10 including Leon's occasional jokesGameplay 8/10 because of the puzzles and because Ashley is a pain in the ass, the rest is greatGraphics 10/10Best Boss fight is certainly Krauser- PEAK VillainOverall a great game"
388,TRUE,2158,en,FALSE,FALSE,Positive,"From the moment you start playing this game it becomes impossible to put down.I found myself slipping back into 2005 all over again telling my wife, one more chapter babe then I'll come to bed."
389,TRUE,2157,en,FALSE,FALSE,Positive,They were NOT going to Bingo.
390,TRUE,2156,en,FALSE,FALSE,Positive,This is the greatest game of all time.
391,TRUE,2151,en,FALSE,FALSE,Positive,A fun village game with weird villagers. Definitely a hit with villagers.
392,TRUE,2150,en,FALSE,FALSE,Positive,i love it... i like this game so much.
393,TRUE,2149,en,FALSE,FALSE,Positive,"Hypothetically, if i had more classes I would of skipped lectures Play this game, scary but not scary to play as i struggle with, Great fair combat and intresting choices to make aroudn guns and inventory managemnt. Wiosh there was more bqacktracking tho to prior areas as it felt to linear at times but also pretty long at times espeacially towards end but could just be expecting a shorter one first run to make more runs more appealing due to time of course"
394,TRUE,2147,en,FALSE,FALSE,Positive,played this with one hand
395,TRUE,2144,en,FALSE,FALSE,Positive,"I love this game. Is it perfect? No, Leon wasn't invited to bingo."
396,TRUE,2141,en,FALSE,FALSE,Positive,Goated remake and super fun action experience. One of the best entries in the saga.
397,TRUE,2140,en,FALSE,FALSE,Positive,Give Ashley back her assets!
398,TRUE,2140,en,FALSE,FALSE,Positive,"RE4make was one of the best remakes ever made when i played it on ps4 when it came out, just as fun replaying it now in 2026. I still highly recommend playing the original game first, as I think its equally good in many ways, but to me this stands as one of the most fun action games ever made full stop"
399,TRUE,2137,en,FALSE,FALSE,Positive,"No man woman or child should have to live a life where they have not experienced this game for themselves atleast once, peak is a gross understatement."
400,TRUE,2135,en,FALSE,FALSE,Positive,oh man these residents are hella evil
401,TRUE,2134,en,FALSE,FALSE,Positive,best action horror ever
402,TRUE,2128,en,FALSE,FALSE,Positive,"Gun rhymes with fun for a reason, stranger"
403,TRUE,2126,en,FALSE,FALSE,Positive,"One of the greatest action games of all time. Super fun to play, looks amazing, and the writing hits the right spot of camp and silliness. Not the scariest Resident Evil game, but the most fun by far."
404,TRUE,2125,en,FALSE,FALSE,Positive,"This game is so good, the pacing, the intensity, gameplay, and everything else really captures a survival action horror game which makes it a lot of fun"
405,TRUE,2125,en,FALSE,FALSE,Positive,"Banger, fun from start to finish. Just now getting to playthroughs on professional difficulty and trying to get the rest of the challenges whilst falling in love all over again."
406,TRUE,2123,en,FALSE,FALSE,Positive,"Ive only played the remakes, and Resident Evil 4 is my favorite so far. I like how they adjusted the gameplay mechanics and added more action compared to the remakes of Resident Evil 2 and Resident Evil 3. Its also a bit longer than those two, which I like. That said, some locations in the game look graphically worse than in the other two remakes, even at max settings, for some reason."
407,TRUE,2123,en,FALSE,FALSE,Positive,Playing after RE9. Wish I played this first. Leon is HOTTTTTTTTTTTTTTT.
408,TRUE,2112,en,FALSE,FALSE,Positive,its realy awesome so i recomend it to hard core gamers
410,TRUE,2091,en,FALSE,FALSE,Positive,"Just amazing. I feel RE2 gets you to like the characters, while RE4 makes you love them. What more could I possibly say that hasn't already been said? So much fun to play, while looking and running incredibly.Capcom has pulled me in big time."
411,TRUE,2091,en,FALSE,FALSE,Positive,"After finishing RE9 Requiem and you return to RE4 you just realize that RE4 is and always will be the GOAT. More fluid gameplay, more stuff to to, better risk and reward combat, better unlockables. Just love it."
412,TRUE,2090,en,FALSE,FALSE,Positive,These Residents are indeed Evil.
413,TRUE,2084,en,FALSE,FALSE,Positive,"RE4 Remake blows all the expectations out of the water. Everything is done extremely well and the replay value is easily towards the top of the franchise.Gameplay is great, graphics are superb, and the story is just as campy and ridiculous as the original.Then you add in the improved Separate Ways DLC and you have a complete package of an RE game."
414,TRUE,2069,en,FALSE,FALSE,Positive,Discovered this game through ZachHazard and MikeBurnFire and I am so glad I did. This game is a blast.
415,TRUE,2068,en,FALSE,FALSE,Positive,"This game is really great. I loved the way this game flows and introduces new mechanics that were not in previous RE games I played. The combat in this game felt much less restrictive. I had a ton of fun exploring ways to overcome some of the enemies in this game, especially in the later half of the game. The weapon upgrades were my favorite aspect of this game. I loved how the player got to choose what weapons they could use and upgrade. I cannot wait to play through this game a second time on professional mode to see how well I fare. Overall, I would give this game a 9.5/10"
416,TRUE,2063,en,FALSE,FALSE,Positive,it's one of best games of all time u will had a good time with this game
417,TRUE,2062,en,FALSE,FALSE,Positive,Parried and dropped kicked my wife and unborn child just like Leon taught me.
418,TRUE,2058,en,FALSE,FALSE,Positive,this is a top 3 resident evil game it is so good buy it now
419,TRUE,2057,en,FALSE,FALSE,Positive,"one of the best games i've ever played, and that's only after one playthrough, there's so much replay opportunity and a whole expansion that's apparently just as good as the base game. i'm not sure if i'd recommend playing this first, or the 2005 release, but i'd definitely recommend playing both. there's certainly a tone shift in the remake compared to the OG game, but i think they nailed it so well here, making it feel familiar yet brand new flawlessly. i'd recommend playing on hardcore, it's a challenge at certain parts and you'll have to manage your resources accordingly, but none of it was tedious. if anything it's the most fulfilling challenge i've had playing any game in quite some time (somehow there's an even tougher difficulty you unlock once you beat the game! ahhh boy lmaooo) anyway this is gaming masterclass 101 is all i'm saying, play it if you appreciate the finer things in life. i'd still give it a 1/10 though."
420,TRUE,2056,en,FALSE,FALSE,Positive,"I dont know what had a stronger grip on me, This game or my hand on my meat from seeing Leon Kennedy."
421,TRUE,2055,en,FALSE,FALSE,Positive,A classic reborn. Genuinely enjoyed playing this and ended up getting the DLC too.
422,TRUE,2030,en,FALSE,FALSE,Positive,Where's bingo going? everyone? -scott kennedy leon
423,TRUE,2029,en,FALSE,FALSE,Positive,Amazing Story. never played the original one though but garauntee this is 10 times better. The Game nothing to have moral standing issues about and the voice acting is brilliant. Highly recommend this game and its even better with mods. !!
424,TRUE,2024,en,FALSE,FALSE,Positive,Yeah duh! I love survival horror!
425,TRUE,2012,en,FALSE,FALSE,Positive,best game of all time
426,TRUE,2005,en,FALSE,FALSE,Positive,"My first encounter with the RE series. Loved it.I normally play fast paced action RPGs/soulslikes, so it took a bit of time to get used to the tempo here. And to the tactics. But once I did, the story quickly lured me further in.I am not into horror in general, and I didn't find too much of it here. It is more unsettling than horrifying. The story and the characters are brilliantly crafted. Compared to soulslikes, the skill ceiling is lower, because most encounters are about tactics more than skill. You just need to find the right way to approach the encounter, and it's not always obvious on the first playthrough. Rule of thumb is, if it's hard, you are not doing it right.Having played RE requiem and RE 2 remaster as well, I'd say, if you have too choose one RE game to play, this is definitely the one."
