 id,Complete english only reviews,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Sentiment_Label,Confidence_Score,model_agrees
419,"one of the best games i've ever played, and that's only after one playthrough, there's so much replay opportunity and a whole expansion that's apparently just as good as the base game. i'm not sure if i'd recommend playing this first, or the 2005 release, but i'd definitely recommend playing both. there's certainly a tone shift in the remake compared to the OG game, but i think they nailed it so well here, making it feel familiar yet brand new flawlessly. i'd recommend playing on hardcore, it's a challenge at certain parts and you'll have to manage your resources accordingly, but none of it was tedious. if anything it's the most fulfilling challenge i've had playing any game in quite some time (somehow there's an even tougher difficulty you unlock once you beat the game! ahhh boy lmaooo) anyway this is gaming masterclass 101 is all i'm saying, play it if you appreciate the finer things in life. i'd still give it a 1/10 though.",TRUE,2057,en,FALSE,FALSE,Positive,Positive,0.9992,TRUE
420,"I dont know what had a stronger grip on me, This game or my hand on my meat from seeing Leon Kennedy.",TRUE,2056,en,FALSE,FALSE,Positive,Negative,0.9961,FALSE
421,A classic reborn. Genuinely enjoyed playing this and ended up getting the DLC too.,TRUE,2055,en,FALSE,FALSE,Positive,Positive,0.9994,TRUE
422,Where's bingo going? everyone? -scott kennedy leon,TRUE,2030,en,FALSE,FALSE,Positive,Negative,0.9882,FALSE
423,Amazing Story. never played the original one though but garauntee this is 10 times better. The Game nothing to have moral standing issues about and the voice acting is brilliant. Highly recommend this game and its even better with mods. !!,TRUE,2029,en,FALSE,FALSE,Positive,Positive,0.9991,TRUE
424,Yeah duh! I love survival horror!,TRUE,2024,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
425,best game of all time,TRUE,2012,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
426,"My first encounter with the RE series. Loved it.I normally play fast paced action RPGs/soulslikes, so it took a bit of time to get used to the tempo here. And to the tactics. But once I did, the story quickly lured me further in.I am not into horror in general, and I didn't find too much of it here. It is more unsettling than horrifying. The story and the characters are brilliantly crafted. Compared to soulslikes, the skill ceiling is lower, because most encounters are about tactics more than skill. You just need to find the right way to approach the encounter, and it's not always obvious on the first playthrough. Rule of thumb is, if it's hard, you are not doing it right.Having played RE requiem and RE 2 remaster as well, I'd say, if you have too choose one RE game to play, this is definitely the one.",TRUE,2005,en,FALSE,FALSE,Positive,Positive,0.9971,TRUE
427,"Bravo CapcomNostalgic game but with A LOT better gameplay, the crafting system and stealth make this game more ""survival"" than origanal",TRUE,2002,en,FALSE,FALSE,Positive,Positive,0.9045,TRUE
428,"I already own and played the game twice on PlayStation, once in 2024 right after finishing the OG RE4, and the second time literally just a month ago or so, and I literally only got it on Steam as well now so I could play it with a mod that replaces Leon with Luis. I love this man so much, guys. The game lacks some lines I miss from the original, and I kind of preferred RE4 OG Leon, but I will admit that remake Leon is definitely more realistic, just a bit less silly, and that I low-key prefer the RE4 remake over the original (though that might just be mainly because of Luis). The biggest upgrade of this remake, however, was Luis (imo). He was such a small character in the original, pretty much immediately got impaled by Saddlers massive shlong, and was kind of weird towards Ashley, which I didnt really like, but Id say he wouldve had potential in the OG as well, and the remake really showed his potential as a character (weird wording but I hope it makes sense). Luis is such a great character, and Im so happy Capcom made him so amazing in the remake, maybe Im glazing him too much, I literally have a photocard of him and all. Oh my god, I love him so much. Buying this game on Steam just for the mod mightve been a dumb decision, but god forbid a girl yearns for more Luis content. Shoutout to Luis Serra. Ashley is also like WAYYY better in the remake, especially her AI, which makes sense considering the OG is literally 22 years old by now. Obviously the OG Ashleys AI wasnt as good, but also her voice lines arent as annoying anymore, and I prefer Leons and Ashleys relationship way more in the remake than in the original. To be honest this whole review is just an excuse for me to geek out over Luis, and Im glad I got it on steam so I could write this review. 10/10. #bringbackluisserra2026. Count your days Capcom. Also I might be alone on this but I really enjoy Mercenaries with Luis (and Wesker), sometimes I just wake up and decide to play Mercenaries for hours like its my solo play Fortnite.",TRUE,2002,en,FALSE,FALSE,Positive,Negative,0.985,FALSE
429,"Amazing atmosphere and visuals, great action and pacing, adrenaline-pumping gameplay and bosses, satisfying puzzles and the pacing overall is perfect. The characters are charming and at times goofy, something that is toned down compared to the original but still entertaining. The new shop system is amazing, the new guns and upgrades as well as the shooting range are great additions that make the longer main campaign never get old, as there are plenty of builds and combinations to try. The separate ways campaign is also amazingly done, the story integrates seamlessly with the main campaign while introducing new gameplay elements and always feeling like a fresh experience. The collectibles, cosmetics, quests and extra difficulties also add further replay value. Overall this game takes all the positives of the RE2 and RE3 remakes and only improves on them, delivering a more action-oriented thrilling experience that kept me entertained and thirsting for more the whole way through.",TRUE,2001,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
430,One of the best remakes ever.,TRUE,1997,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
432,the residents were evil asf but i saved the snowbunny,TRUE,1996,en,FALSE,FALSE,Positive,Positive,0.6849,TRUE
433,"Instant classic, if you played the original RE4, the remake is a must in your collection!",TRUE,1996,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
434,If you liked the original. You will love this one. Masterpiece!!! Even bought Leon s jacket in real life :P,TRUE,1989,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
435,in my opinion this is the best action horror game,TRUE,1985,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
436,"I played the original game many times back in 2005. It was always a lot of fun.This one is, Same-same, but different... but still the same.It runs extremely well on my system too.Max settings with ray tracing etc.But at FullHD, I know, I know... but I like high frame rates (120+).",TRUE,1984,en,FALSE,FALSE,Positive,Positive,0.9982,TRUE
437,"An incredible horror action game with good story, gameplay, atmosphere, music and the rest. Only piece of this game that is an utter piece of trash is the process of getting 100% on gun-range challenge 4C.  the person that designed that challenge.",TRUE,1983,en,FALSE,FALSE,Positive,Positive,0.8294,TRUE
438,Played the original a bunch and like this one too. It definitely does justice to the original while introducing awesome game mechanics.,TRUE,1978,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
439,one of the best games I ever played,TRUE,1976,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
440,"Absolutely GOATed game.Loved the OG version from PS2 and this remake is just marvelous. Great graphics, great optimization, great gameplay, great sound design, great level design, exploration and puzzle solving. Easy explanation for all the younger folks out there: RE4 remake = Elden Ring levels of quality when it comes to action survival horror.",TRUE,1976,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
441,"One of best RE games, and one of the best games overall.",TRUE,1972,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
442,"when i was 10 years old, i played resident evil 4 (2005), and i wanted to be leon so bad. 10 years later, i played resident evil 4 remake as a 20 year old, and i want to be leon so bad. that's how cool and faithful this game is.",TRUE,1970,en,FALSE,FALSE,Positive,Positive,0.996,TRUE
443,"Masterpiece. The combat, especially the knife parry is incredible. Thanks to its perfect balance of resource scarcity and environmental design, it delivers genuine dread in every chapter without relying on cheap jumpscares.",TRUE,1968,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
444,"I didn't remember much of the original RE4 I played around 20 years ago, but this game was really good, combat felt good, ressource management is stressful but not frustrating, the inventory being a little puzzle game to fit everything into the suitcase is iconic, the environments, and especially the village for me, were really fun to go through and admire.Even the aspect I was really worried about, escorting Ashley, wasn't that bad and gave some moments of tension at some points when you have to support her while she's away.Tho I'd say the game fails miserably on the horror aspect (I don't think we can even begin to consider RE4 a horror game, it's at best an action game with some horrific aspects), it is a excellent game that you should definitely play",TRUE,1965,en,FALSE,FALSE,Positive,Positive,0.9977,TRUE
445,Where is everyone going??? Taco bell?!,TRUE,1964,en,FALSE,FALSE,Positive,Negative,0.9944,FALSE
446,Loved the gameplay,TRUE,1963,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
447,OMGthis game is beyond anything i have ever played Even though both RE2 and RE3 remakes were awesome this one is just something elseone of the best single player games i have ever played in my entire lifeThere aren't words to describe this masterpiece,TRUE,1957,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
448,Where is everybody going ? Bingo ?,TRUE,1956,en,FALSE,FALSE,Positive,Negative,0.9968,FALSE
449,Probably the best remake of any game ever,TRUE,1953,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
450,replayed a few times now.. still one of the greats,TRUE,1953,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
451,10/10 top 10 of all time,TRUE,1945,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
452,All time classic of an old time classic. Just play it.,TRUE,1942,en,FALSE,FALSE,Positive,Positive,0.9991,TRUE
453,"Arguably one of my most favorite games ever, and in the RE franchise top 3, overall gameplay is super fun and the game is just really nicely remade, i would give it a solid 9.4 out of 10.",TRUE,1939,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
454,Wheres everyone going Bingo,TRUE,1936,en,FALSE,FALSE,Positive,Negative,0.9742,FALSE
455,i LOVE listening to leon kennedy's beautiful whimpers and groans,TRUE,1929,en,FALSE,FALSE,Positive,Positive,0.9948,TRUE
456,A great entry into the RE franchise. Graphical upgrades and some character changes make this one of the best in the series. Very happy I bought this.,TRUE,1928,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
457,One of the best single player experiences I've had the pleasure of playing.,TRUE,1927,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
458,these residents were super evil,TRUE,1925,en,FALSE,FALSE,Positive,Negative,0.9916,FALSE
459,very low colestrol game,TRUE,1924,en,FALSE,FALSE,Positive,Negative,0.9998,FALSE
460,it was hard to focus cause Leon Kennedy was on my screen the entire time,TRUE,1923,en,FALSE,FALSE,Positive,Negative,0.9985,FALSE
461,The wacky adventure of Leon the catboy and Moushley.good cinema gaming for sure.,TRUE,1918,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
462,"Somehow, the remake of the best game of all time is also the best game of all time.",TRUE,1916,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
463,High Cortisol game. 10/10,TRUE,1916,en,FALSE,FALSE,Positive,Negative,0.7823,FALSE
464,Great game. Love th RE series both old and new,TRUE,1915,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
465,best in the series(dominant ada or loyal ashley :>),TRUE,1910,en,FALSE,FALSE,Positive,Positive,0.9992,TRUE
